First Name,Last Name,Gender,Imprint,Trade,Additional Print Agent (STC),Title Page Author,Author First Name,Author Last Name,Additional Authors,Title,Alternate Titles,Genre,Year,Total Paratexts,Paratext Title,Paratext Type,Dedicatee,Assumed Dedicatee Gender,Illustration,STC No,Additional Paratexts,Notes,Copy From,Source
Nathaniel,Butter,Male,"London: Printed by T. H. and M. F. for Nathanael Butter, and are to be sold at the signe of the Pide Bull neere Saint Austins gate",Bookseller,Thomas Harper | Miles Flesher,,Martin,Day,,"Doomes-Day: or, A treatise of the resurrection of the body",Doomsday,Sermons,1636,2,"To the Right Reverend Father in God, and his most ho. Lord, Joseph, by the divine providence , Lord Bishop of Exceter  | To the Readers (N.B.)",Dedication | To the Reader,Joseph Hall,Male,No,6427,,,Union Theological Seminary Library,EEBO
Benjamin,Fisher,Male,"London: Printed by Thomas Harper, for Benjamin Fisher",Bookseller,Thomas Harper,,Walter,Raleigh,,"Tubus historicus an historicall perspective; discovering all the empires and kingdomes of the world, as they flourisht respectively under the foure imperiall monarchies. Faithfully composed out of the most approved authours, and exactly digested according to the supputation of the best chronologers. (With a catalogue of the kings and emperours of the chiefe nations of the world.) By the late famous and learned knight Sir Walter Raleigh.",Tubus Historicus,Prose | History,1636,2,"To the most illustrious and most excellent prince, Charles, prince of Great Brittaine, Duke of Cornwall, earl of Chester, &tc the publisher in all humbleness consecrates this historicll perspective; with apprecation of all the most eminent graces and triumphant glories of his highness most royall and renowned progeniotrs | The Publisher's Advertisement to the Reader",Dedication | To the Reader,Charles I,Male,No,20652,,,British Library,EEBO
Benjamin,Fisher,Male,"London: Printed by T. H. for Benjamin Fisher, and are to be sold at his shop at the signe of the Talbot in Aldersgate street",Bookseller,Thomas Harper,,John,Smith,,"An accidence for the sea Very necessary for all young sea-men, or those that are desirous to goe to sea , briefly shewing the phrases, offices and words of command, belonging to the building, rigging, and sayling a man of warres, and how to manage a Navy and fight at sea. Together with the charge and duty of every officer, and their shares. Also the names, weight, charge, shot, and powder, all of sorts of great ordinance. With the use of the petty tally.",A Seaman's Grammar,Prose,1636,2,"To the right honorable Algernoon, Lord Percy, earle of Northumerland, Baron Lucy, Poynings, Flitz-Paine, and Brian, Lord Admirall of his Majesties Navy Royall, knight of the most noble order of the Garter (B.F.) | A table of contents of each severalll thing (sic) handled in the ensuing treatise",Dedication | Table of Contents,"Henry Percy, 9th Earl of Northumberland",Male,No,22786,,,British Library,EEBO
Bernard,Alsop,Male,"London: Printed by B. Alsop, and T. Fawcet, and are to be sold in Grubstreet, neere the lower pumpe",Printer,,,Emanuel,Ford,,"The most famous, delectable, and pleasant history of Parismus, the renowmed Prince of Bohemia. The first part. Contaigning [sic] his noble battailes fought against the Persians. His love to Lavrana, the kings daughter of Thessalie: and of his strange adventures in the desolate iland","The most famous, delectable, and pleasant history of Parismus, the renowmed Prince of Bohemia",,1636,5,"To the Right Honorable, Robert Ratclife, Earle of Sussex Viscount Fitzwaters, Lord Egremond and Burnell, B.A. (in the authors behalfe deceased) wisheth Health, Honor, and Happinesse",Dedication,Robert Ratcliffe,,No,11175,"To the Courteous Reader (E. Ford); Untitled To the Reader (L.P)|  Second Part: To the Right Honourable, Prudent, and vertuous Lady, the Countesse of Essex, the Almighty grant everlasting honour and happinesse (E. Ford). | To the Courteous Reader (E. Ford)","STC 1174 contains same dedication, signed ""T.F."" (Thomas Fawcett)",The Huntington Library,EEBO
Leonard,Lichfield,Male,Oxoniæ: Excudebat Leonardus Lichfield celeberrimæ Academiæ typographus,Printer,,,Anon.,,,Coronae Carolinæ quadratura. Siue Perpetuandi imperii Carolini ex quarto pignore feliciter suscepto captatum augurium,Coronae Carolinae,Poetry | Funeral Orations,1636,2,The Printer to their Majesties | The Printers Vote,Verse,,,No,19036,,Only one copy seems to have first printer's dedication,Bodleian Library,EEBO
Robert,Milbourne,Male,"London: Printed for Robert Milbourne, at the signe of the unicorne neere Fleet-bridge",Bookseller,Augustine Matthewes,,Peter,Heylyn,,"A coale from the altar. Or An answer to a letter not long since written to the vicar of Gr. against the placing of the Communion table at the east end of the chancell; and now of late dispersed abroad to the disturbance of the Church. First sent by a iudicious and learned divine for the satisfaction of his private friend; and by him commended to the presse, for the benefit of others",A Coale from the Altar,Religion,1636,1,The Printer to the Reade,To the Reader,,,No,13270,,,The Huntington Library,EEBO
Benjamin,Fisher,Male,"London: Printed by T. H. for Benjamin Fisher, and are to be sold at his shop at the signe of the Talbot in Aldersgate street",Bookseller,Thomas Harper,,John,Smith,,"An accidence for the sea Very necessary for all young sea-men, or those that are desirous to goe to sea , briefly shewing the phrases, offices and words of command, belonging to the building, rigging, and sayling a man of warres, and how to manage a Navy and fight at sea. Together with the charge and duty of every officer, and their shares. Also the names, weight, charge, shot, and powder, all of sorts of great ordinance. With the use of the petty tally",Sea-mans grammar,Travel | Naval Art and Science,1636,2,"To the right honourable Algernoon, lord Percy, earle of Northumberland, baron Lucy, Poynings, Fitz-paine, and Brian, lord admirall of his majesties navy royall, knight of the most nobel Order of the Garter (B. F.) | A table of the contents of each severall thing handled in the ensuing treatise",Dedication | Table of Contents,,,No,22786,,,British Library,EEBO
Hugh,Perry,Male,"London: Printed for Hugh Perry, and are to be sold by Roger Ball at the golden Anchor, in the Strand neere Temple barre",Bookseller,John Norton,,George,Chapman,,Sir Gyles Goose-cappe Knight A comedy lately acted with great applause at the private House in Salisbury Court,,Drama,1636,1,"To the worshipfull Richard Young of Woolley-farme in the county of Berks, esquire (Hugh Perry)",Dedication,Richard Young,Male,No,12051,,,The Huntington Library,EEBO
Nathaniel,Butter,Male,"London: Printed by E. P. for Nathanael Butter, and Nicholas Bourne",Bookseller,Elizabeth Purslowe | J. Dawson | Nicholas Bourne,,N.C.,,,"The continuation of the actions, passages, and occurrences, both politike and polemicall, in the upper Germanie Historically brought downe, from the period of the last relation, till Aprill. Together with a various and intermixed historie, of what hath been done in Turky, Italy, France, the Netherlands, and elsewhere. Faithfully collected out of good and creditable originals and digested methodically, by the times, places, and actions.",Diatelesma,News | Foreign News,1637,1,The Principal Heads of the Things contained in this Historie,Table of Contents,,,No,4293.2,,"See also 4293, 4293.4, 4293.6, and 4293.8",The Huntington Library,EEBO
Nathaniel,Butter,Male,"London: Printed by T. Harper, and are to be sold by Nathanael Butter, and Nicholas Bourne",Bookseller,Thomas Harper,,N.C.,,,"Diatelesma. The second part of the moderne history of the world containing the last summers actions, in Languedock, Italy, Piemont, Montferrat, Lorrain, the Dukedome of Burgundy, the Franch country, and generally in France, Holland, the West-Indies, and marine occurrences; with some passages of Rome, and Turkey, brought downe to Novemb. 1637.",Diatelesma,News | Foreign News,1637,1,A Table of Contents,Table of Contents,,,No,4293.6,,,The Huntington Library,EEBO
Edward,Blount,Male,"Printed at London: By T.C. for Humphrey Mosley, at the Princes Armes Pauls Church yard",Bookseller,T.C. | Humphrey Moseley,,Edward,Blount,Juan de Santa Maria,"Policie unveiled, or, Maximes and reasons of state written by I.M",,Politics,1637,3,To the right honorable sir Dudley Carleton | A table containing the chapters and paragraphes of this booke | Errata,Dedication | Table of Contents | Errata,Dudley Carleton,,No,14832a,The authors epistle dedicatorie to the King of Spain (Fr. Juan de Santa Maria),,Cambridge University Library,EEBO
Daniel,Frere,Male,"London: Printed by R H for Daniel Frere, and are to be sold at the red-Bull in little-Brittain",Bookseller,Ralph Hodgkinson,,,,,The life and death of Mahomet the conquest of Spaine together with the rysing and ruine of the Sarazen Empire. Written by Sr. Walter Raleigh Kt.,,Prose | History,1637,1,"To the most worthily honored Carew Raleigh esq., and one of his majesties Privie Chamber (Daniel Frere)",Dedication,Carew Raleigh,,No,20647,,"Folger Catalogue: Mostly compiled from 'La verdadera historia del Rey Don Rodrigo .. compuesta por .. Abulcacim Tarif Abentarique' [i.e. Miguel de Luna]""",Folger Shakespeare Library,EEBO
Leonard,Lichfield,Male,Oxoniæ: Typis Leonardi Lichfield Academiæ typographi,Printer,,,Anon.,,,Flos Britannicus veris nouissimi filiola Carolo & Mariæ nata XVII Martii anno. M.DC.XXXVI.,,Poetry,1637,1,The Printers Humble Gratulation,Verse,,,No,19037,,Dedicatory verse added to the last leaf.,The Huntington Library,EEBO
Ralph,Mabb,Male,"London: Printed by Richard Olton for Ralph Mabb, and are to be sold by Charles Greene",Bookseller,Richard Oulton | Charles Greene,William Austin Esquire,William,Austin,,"Haec Homo, Wherein The Excellency of the Creation of Woman is described, By way of an Essay.","Hæc homo wherein the excellency of the creation of woman is described, by way of an essay.",Marriage | Prose,1637,1,To the Reader,To the Reader,,,Yes,974,To the truely vertuous Mistresse Mary Griffith[ signed I.A.],"With an additional title page, engraved, bearing the imprint: London printed. for R: Mabb. 1637.",The Huntington Library,EBBO
Thomas,Purfoot,Male,London: By Thomas Pnrfoot [sic],Printer,,,Anonymous,,Henry Watson,Valentine and Orson The two sonnes of the emperour of Greece,Valentin et Orson,Prose | Literature | Translation,1637,2,The printer to the reader | The table,To the Reader | Table of Contents,,,Yes,24573,,,British Library,EEBO
John,Rothwell,Male,"London: Printed for John Rothwell, and are to be sold at the Sunne, in Pauls Church-yard",Bookseller,John Norton | J. Okes,Henry Church,Henry,Church,,"Miscellanea philo-theologica, or, God, & man A treatise compendiously describing the nature of God in his attributes, with a lively pourtraiture of his wisedome in ordering, and disposing of the celestiall, and terrestriall bodies. Containing much variety of matter ... and apt applications singular for brevity, and perspicuity",,Religion,1637,3,"To the learned reader | A table of severall heads, contained in this ensuing treatise",To the Reader | Table of Contents,,,No,5217,"To all whomever (Thomas Weekes) | An Advertisement to the Christian Reader, concerning the scope of the Booke, with some passages of the Life of the Authour (Thomas Weekes)","Williams conjecures Rothwell to be author of the unsigned opening preface | ""Okes app. pr[inted] quires B-Nn; Norton the rest"" (STC)","Burke Library, Union Theological Seminary",EEBO
Michael,Sparke,Male,"London: A. G. for Michael Sparke, at the signe of the blue Bible in Greene-arbour",Bookseller,,,Anonymous,,,"The English, Latine, French, Dutch, Schole-master. Or, An introduction to teach young gentlemen and merchants to travell or trade Being the onely helpe to attaine to those languages. Printed in the Netherlands 25 times; and this being the first edition in London.",,Language | Dictionary,1637,2,To the reader (M. S.),To the Reader,,,No,1432.5,The booke to the reader,Formerly STC 10416,Cambridge University Library,EEBO
Felix,Kingston,Male,"London: Imprinted by Felix Kyngston for Robert Mylbourne, and are to be sold at the signe of the Unicorne neere Fleet-bridge",Printer,Robert Mylbourne | Thomas Wykes,I. Clarke,John,Clarke,,"Phraseologia puerilis, Anglo-Latina, in usum tirocinii scholastici. Or, selected Latine and English phrases wherein the purity and propriety of both languages is expressed. Very usefull for young Latinists, to prevent barbarismes, and bald Latine-making, and to initiate them in speaking and writing elegantly in both languages. By I. Clarke B.D. and Master of the Free Schoole in Lincolne.",Selected Latine and English phrases.,Language | Phrase Books,1638,1,"The printer to the industrious schoolmaster, scholar, or reader whosoever",To the Reader,,,No,5361,,"Last page has ""Imprimatur, Thomas Wykes.""",British Library,EEBO
Ralph,Mabb | Mabbe,Male,"London: Printed by R. O., Thomas Harper, and Felix Kingston] for Ralph Mabb",Bookseller,Richard Oulton | Eliot's Court Press | Thomas Harper | Felix Kingston,Lewes Roberts,Lewes,Roberts,,"The Merchants Mappe Of Commerce: Wherein The Universall Manner and Matter of Trade is Compendiously handled. The Standard and current Coines of sundry Princes, observed","The merchants mappe of commerce wherein, the universall manner and matter of trade, is compendiously handled. The standerd and currant coines of sundry princes, observed. The reall and imaginary coines of accompts and exchanges, expressed. The naturall and artificiall commodities of all countries for transportation declared. The weights and measures of all eminent cities and townes of traffique, collected and reduced one into another; and all to the meridian of commerce practised in the famous citie of London. By Lewes Roberts, merchant. Necessary for all such as shall be imployed in the publique affaires of princes in forreigne parts; for all gentlemen and others that travell abroad for delight or pleasure, and for all merchants or their factors that exercise the art of merchandizing in any part of the habitable world.",Geography,1638,6,"The Printers to the friendly Readers | An Alphabeticall Table, comprehending the most notable things contained in this Merchants of Commerce | A Table of the Longitude and Latitude of all the principall cities mentioned in this Mappe of commerce.",To the Reader| Index | Table,,,Yes,21094,"To the right worshipfull and worthily eminent merchants [signed Lewes Roberts] | To the thrice worthy and worshipfull [signed Lod:Roberts] |To his much respected friends, the merchants of England in generall, and to the courteous reader, whom it may concerne.[signed Lewes Roberts] | Encomium",Williams conjectures Mabb or Oulton for the author of the preface | Bookseler Matthew Rhodes writes dedication to Lewes Roberts,Harvard University Library,EBBO
Ralph,Mabb | Mabbe,Male,London: Printed by R. O. for R. M. and are to be sold by John Jackson in the Strand,Bookseller,Richard Oulton | John Jackson,William Andrewes,William,Andrewes,,"The true Israelite, or, The sincere Christian distinguished from the hypocrite. By Master William Andrewes, late minister of the word of God",,Religion,1638,2,To the right worshipfull John Ratcliffe Esquire: Secretary to the right Reverend and right Honourable William Lord Bishop of London and Lord high Treasurer of England (sign. Ralph Mabb) | To the Reader (R. M.),Dedication | To the Reader,John Ratcliff,Male,No,631,,STC 630.5 is a variant issue with a cancel title page and different dedicatee.,Bodleian Library,EEBO
Ralph,Mabb | Mabbe,Male,"London: Printed by Richard Olton for Ralph Mabb, and are to be sold by Charles Greene",Bookseller,Richard Oulton | Charles Greene,William Andrewes,William,Andrewes,,"The true Israelite, or, The sincere Christian distinguished from the hypocrite. By Master William Andrewes, late minister of the word of God","The true Israelite, or, The sincere Christian distinguished from the hypocrite.",Religion,1638,2,To the right worshipfull Tho: Ratcliffe Esquire: Secretary to the right Reverend and right Honourable William Lord Bishop of London and Lord high Treasurer of England | To the Reader,Dedication | To the Reader,Thomas Ratcliff,Male,No,630.5,,A variant of STC 631 with a different bookseller on title page and different dedicatee.,Folger Shakespeare Library,EBBO
Humphrey,Moseley,Male,"London: Printed by J. Okes, for Humphrey Mosley, at the Princes Armes in Pauls Church-Yard",Bookseller,J. Okes,"Francis Lord Verulam, Viscount S. Alban",Fancis,Bacon,,"The historie of life and death With observations naturall and experimentall for the prolonging of life. Written by the Right Honorable Francis Lord Verulam, Viscount S. Alban",,Medicine | Biology,1638,2,"To the Right Worshipfull Sr. Edward Mosly Knight, his Majesties Atturny General of the Dutchey of Lancaster",Dedication,Sir Edward Moseley,Male,No,1157,To the Living and Posterity,,Cambridge University Library,EEBO
Nicholas,Okes,Male,"London: Printed by Nicholas Okes and John Norton, and are to be sold by William Lee at the signe of the Crowne in Loathbury",Printer,John Norton | William Lee,,Samuel,Smith,,"The great assize, or, Day of jubilee deliuered in foure sermons, upon the 20th chap. of the Reuel. ver. 12, 13, 14, 15: whereunto are annexed two sermons uppon the I. chapter of the Canticles, verse 6, 7th",,Religion | Bible,1638,3,The Printer to the Courteous Reader,To the Reader,,,No,22849,"To the Christian reader, grace and peace from Jesus Christ the prince of peace (Samuel Smith) | To the right worshipfull and vertuous gentlewoman, mistress Jane Eliot of Newland Hall, Samuel Smith wisheth the increase of all true comfort in this life, and eternall happiness in the next","Paratext also repeated in 22849.1, 22849.5, 22849.7, and 22849.9",British Library,EEBO
Francis,Bowman,Male,Oxford: Printed by Leonard Lichfield for Francis Bowman,Bookseller,Leonard Lichfield,,"Jean-Luis Guez, signeur de",Balzac,Francis Bowman (possible translator) | William Marshall,A collection of some modern epistles of Monsieur de Balzac.Carefully translated out of French. Being the fourth and last volume,A collection of some modern epistles of Monsieur de Balzac.,Epistolary,1639,5,To the Reader (F.B.) | A Table of the Letters (as they lye in order) which are contained in this volume,To the Reader | Table of Contents,,,No,12455,An Advertisement of Mons. the King | Iohanni Ludovico Balzaco V.C.S.P. | To my lord Chancellor,Features two title-pages,,EEBO
Nathaniel | Nicholas,Butter | Bourne,Male,"London: Printed by Tho. Harper, for Nath. Butter and Nich. Bourne",Bookseller,Thomas Harper,,N.C.,,,"Diatelesma. comprehending the principall actions of Germany, France, Spaine, and the Neatherlands, continued from November, 1637.",Diatelesma,News | Foreign News,1639,2,To the Ingenius Reader | The Table,To the Reader | Table of Contents,,,No,4293.8,,"See also 4293, 4293.2, 4293.4, and 4293.6",The Huntington Library,EEBO
Humphrey,Blunden,Male,"London: Printed by John Okes, for Humphrey Blunden, and are to be sold at his shop in Corne-hill, next to the Castle Taverne",Bookseller,,,Robert,Davenport,R.D. (title page attribution),"A pleasant and witty comedy called, A new tricke to cheat the Divell",A new tricke to cheat the Devil,,1639,1,"To the courteous reader, and gentle peruser",To the Reader,,,No,6315,,Unsigned paratext: author conjectured by Williams,The Huntington Library,EEBO
Samuel,Browne,Male,"London: Printed by J. Okes, for Samuel Browne, and are to be sold in Pauls Church-yard at the signe of the Fountaine",Bookseller,John Okes,,Richard,Hurst,Jean Ongier de Gombauld (French author) | Crispijn van de Passe | Leonard Gaultier | Jean Picart,"Endimion· An excellent fancy first composed in French by Monsieur Gombauld. And now elegantly interpreted, by Richard Hurst Gentleman.",Endimion,Prose,1639,2,"To the Truely Noble,and much honored, Sir Robert Anstruther Knight, and one of the Gentleman of his Majesties Privy Chamber (S.B.) | To the Reader (S.B.)",Dedication | To the Reader,Robert Anstruther,Male,Yes,11991,,,British Library,EEBO
Michael,Sparke Jr.,Male,"London: Printed by E. G. for Michael Sparke junior, and are to be sold neere the Exchange and in Popes-head Palace",Bookseller,E. Griffin,,Noel,de Belmont,,"New dialogues or colloquies, and, a little dictionary of eight languages. Latine, French, Low-Dutch, High-Dutch, Spanish, Italian, English, Portugall A booke very necessary for all those that studie these tongues, either at home or abroad. Now perfected and made fit for travellers, young merchants and sea-men, especially those that desire to attaine to the use of these tongues.",Vocabulare,Language | Phrase Books,1639,2,"To the most excellent prince, Charles, prince of Wales, illustrious sonne of our soveraigne lord, king Charles  | The table of this booke",Dedication | Table of Contents,Charles I,,No,1432,To the Reader,"An anonymous multilingual vocabulary based on Noël de Berlemont's Flemish-French colloquies and dictionary of which the earliest surviving edition is Antwerp, 1536. Printers name from STC. Has English and Latin title pages. (STC)",British Library,EEBO
Bernard,Alsop,Male,"London: Printed by B. Alsop & T. Fawcet, and are to be sold by Wil: Sheares, at his shop in Bedford-street in Coven-garden neere the New Exchange",Printer,,,Thomas,More,,"The common-wealth of Vtopia containing a learned and pleasant discourse of the best state of a publike weale, as it is found in the government of the new ile called Vtopia. Written by the right Honourable, Sir Thomas Moore, Lord Chancellour of England",Utopia,,1639,1,"To the honorable decended gentleman Cresacre More, of More-place in North-mimes, in the countrie of Hertford, Esquire, next in bloud to Sir Thomas More, Lord Chancellour of England, and Heire to the auncient Familie of the Cresacres, sometime Lords of the Mannor of Bamorough, in the countie of Yorke, in the time of Edward the first",Dedication,,,No,18098,,See also STC 18097.,The Huntington Library,EEBO
Leonard,Lichfield,Male,Oxoniæ: Typis Leonard. Lichfield Academiæ typographi,Printer,,,Anon.,,,"Musarum Oxoniensium charisteria pro serenissima Regina Maria, recens e nixus laboriosi discrimine receptâ",,Poetry,1639,1,The Printers Close,Verse,,,No,19038,,Dedicatory verse added to the last leaf.,Cambridge University Library,EEBO
Leonard,Lichfield,Male,"Oxford, Printed by Leonard Lichfield, Printer to the University",Printer,,,Jasper,Mayne,,The Citye Match. A Comoedye. Presented to the King and Queene at White-hall. Acted since at Black-friers by His majesties Servants.,The City Match,Drama,1639,5,To The Reader,To the Reader,,,No,17750,The Prologue to the King and Queene | The Persons of the Play | The Epilogue at White-Hall | The Epilogue at Black-Friers,,The Huntington Library,EEBO
John,Spenser,Male,"London: Printed by Ric. Hodgkinsonne, John Spencer, and are to bee at his shop at Syon Colleg gate neere Cripplegate",Bookseller,Richard Hodgkinson,,Edward,Turges,,"The Christian souldier his combat, conquest, and crowne agaynst the three arch-enemies of mankind, the world, the flesh and the devill",The Christian Souldier,Religion,1639,2,To the reader (J. Sp.),To the Reader,,,No,24331,"To his loving and indulgent mother Helen Melhuish, the happiness of this life, and that which is to come (E. T.)",,National Library of Wales,EEBO
John,Stafford,Male,"London: Printed by M. P. for John Stafford, dwelling in Blake-horse-Alley neere Fleetstreet",Bookseller,M. Parsons,John Preston,John,Preston,,"The fulnesse of Christ for us a sermon preached at the court before King James of blessed memory. By John Preston, Dr. in divinity, chaplaine in ordinary to his Majestie, Master of Emmanuel Colledge in Cambridge, and sometimes preacher of Lincolnes Inne",The Fullness of Christ for Us,Religion,1639,2,The book-seller to the learned and godly reader | The summe of this sermon is this,To the Reader | Table of Contents,,,No,20224,,,Bodleian Library,EEBO
John,Benson,Male,"Printed at London: By Tho. Cotes, and are to be sold by Iohn Benson, dwelling in St. Dunstans Church-yard",Bookseller,,,William,Shakespeare,,Poems: written by Wil. Shake-speare. Gent,Poems: written by Wil. Shake-speare. Gent,,1640,1,To the Reader,To the Reader,,,No,22344,,,The Huntington Library,EEBO
Humphrey,Blunden,Male,London: Printed by R H for Humphry Blunden at the Castle in Corn-hill,Bookseller,,,George,Herbert,William Marshall,Wits recreations. Selected from the finest fancies of moderne muses,Wits Recreations,,1640,1,The Stationer to the Reader,To the Reader,,,No,25870,,Includes epigrams to the reader. EEBO copy bound with Outlandish Proverbs (separate title-page). Some copies include signed dedications (Williams).,,EEBO
John,Benson,Male,"London: Printed by J. O for John Benson, and are to be sold at his shop at St. Dunstans Church-yard in Fleet-streete",Bookseller,,,Ben,Jonson,,Ben: Ionson's execration against Vulcan· with divers epigrams by the same author to severall noble personages in this kingdome. Never published before.,Ben: Ionson's execration against Vulcan,,1640,2,"To the Right Honorable Thomas Lord Windsor etc. | Courteous Reader, some literall faults are escaped",Dedication | Errata,"Thomas Windsor, VI Baron Windsor",Male,No,14771,,,British Library,EEBO
John,Benson,Male,"London: Printed by J. Okes, for John Benson",Bookseller,,,Ben,Jonson,,"Q. Horatius Flaccus: his Art of poetry. Englished by Ben: Jonson. With other workes of the author, never printed before",Q. Horatius Flaccus: his Art of poetry,,1640,1,To the Right Honorable Thomas Lord Windsore,Dedication,"Thomas Windsor, VI Baron Windsor",Male,Frontispiece,13798,,reel number 1208:14 (Huntington),,EEBO
Lawrence,Blaiklock,Male,London: Printed by Richard Hodkinson for W. W. and Laurence Blaikelocke and are to be sold at the signe of the Sugar-loafe next Temple Bar in Fleet-street,Bookseller,Richard Hodgkinson,,Francis,Beaumont,,"Poems: by Francis Beaumont, Gent. Viz, The hermaphrodite. The remedie of love. Elegies. Sonnets, with other poems",Poems: by Francis Beaumont,,1640,6,"To the worshipfull Robert Ducie, of Aston in the County of Stafford Esq",Dedication,,,No,1665,"To the true patronesse of all Poetrie, Caliope | In laudem Authoris | To the Author (J.B.) | To the Author (J.F.) | The Author to the Reader",,The Huntington Library,EEBO
Andrew,Crooke,Male,"London: Printed by Tho. Cotes, for Andrew Crooke, and William",Bookseller,Thomas Cotes,,John,Fletcher,,"The night-walker, or The little theife A comedy, as it was presented by her Majesties Servants, at the Private House in Drury Lane. Written by Iohn Fletcher. Gent.",The Night Walker,Drama,1640,2,"To the worthily-deserving ll his ingenuous attributes William Hudson, esq. (A.C)",Dedication,William Hudson,,No,11072,The Actors Names,,British Library,EEBO
Leonard,Lichfield,Male,Oxoniæ: Excudebat Leonardus Lichfield Academiæ typographus,Printer,,,Anon.,,,Horti Carolini rosa altera,,Poetry,1640,1,The Printer to their Majesties,Verse,,,No,19039,,Same verse that opens 19036 closes this book.,The Huntington Library,EEBO
John,Norton,Male,"London: Printed by John Norton, and are to be sold by William Harris in Coleman-street, at the signe of the White Hinde",Printer,,Gulielmus Fabritius Hildanus,Wilhelm,Fabricius Hildanus,,"Lithotomia vesicæ: that is, An accurate description of the stone in the bladder shewing the causes and pathognomicall signes thereof, and chiefely of the method whereby it is to be artificially taken out both of men and women, by section. Wherein severall wayes of operation are described, and the chirurgicall instruments lively delineated. Written first in High Dutch by Gulielmus Fabritius Hildanus ... Afterward augmented by the author, and first translated into Latin by his scholler and communer Henricus Schobingerus Sangalthensis; and now done into English by N.C. ... With better instruments than heretofore.",,Medicine,1640,2,[first page missing] (J. N.),Dedication,,,No,10658,Praefatiuncula ad Lectorum,,British Library,EEBO
John,Okes,Male,"London: Printed by J: Okes, and are to be sold in Pauls Church-yard at the white Lyon",Printer,,,Donald,Lupton,,"The glory of their times. Or The lives of ye primitiue fathers Cotayning their chiefest actions, workes, sentences, and deaths",,Religion,1640,1,To the Reader on the Religious and Illustrious Lives of the Primitive Fathers,To the Reader,,,No,16943,,Unsigned epistle to the reader attributed to Okes by Williams,British Library,EEBO
Henry,Seile,Male,London: Printed by E. G. for Henry Seile at the Tygers head in Fleetstreet,Bookseller,,M. N. Coeffeteau,Judith,Man,Nicolas Coeffeteau,"An epitome of the history of faire Argenis and Polyarchus, extracted out of the Latin, and put in French, by that great and famous writer, M. N. Coeffeteau Bishop of Marseilles. And translated out of the French into English by a yong gentlewoman. Dedicated to the Lady Anne Wentworth",,Prose | Translation,1640,3,The Stationer to the reader,To the Reader,,,No,1396,,"To the most vertuous my most honored lady, the lady Anne Wentworth, eldest daughter to the right honorable the earle of strafford, lord lieutenant of Ireland (Judith Man) | To the courteous reader (J. M.)",The Huntington Library,EEBO
John,Spenser,Male,"London: Printed for J. S. and are to be sold by Iames Becket, at his shop in the inner Temple Gate",Bookseller,John Okes | James Becket,T. M.,Thomas,Middleton,,"A mad world my masters a comedy. As it hath bin often acted at the Private House in Salisbury Court, by her Majesties servants. Composed by T.M. Gent",A Mad World My Masters,Drama,1640,1,The printer and stationer to the gentle reader (J. S.),To the Reader,,,No,17889,,,The Huntington Library,EEBO
Hans,Woutneell,Male,"London: Printed by M. Simmons, for Thomas Jenner, and are to be sold at his shop at the South entrance of the Royall Exchange",Printer | Editor,M. Simmons | Thomas Jenner,Hans Bloome | I. T.,Hans,Blum,I. T.,"The booke of five collumnes of architecture, called Tuscan, Dorica, Ionica, Corinthia, and Composita, drawn and counterfeited after the right symmetry and cunning measure of free-masons. / Gathered with great diligence by Hans Bloome, out of antiquities, for the benefit of free-masons, carpenters, goldsmiths, painters, carvers, in-layers, antick-cutters, and all other that delight to practise with the compasse and square.",The Book of Five Columns,Architecture | Translation,1660,2,To the Reader | The Table,To the Reader | Table of Contents,,,Yes,Wing B3295a,,"STC: ""Date appears to be changed in ink to 1680. Cf. Wing (2nd ed.).""",Folger Shakespeare Library,EEBO
Anne,Seile,Female,London: Printed for Anne Seile against St Dunstans Church in Fleetstreet,Bookseller,Unknown printer,Peter Heylyn,Peter,Heylyn,,"Cosmographie, in four books containing the chorographie and historie of the whole world, and all the principal kingdoms, provinces, seas, and isles thereof / by Peter Heylyn ; with an accurate and an approved index of all the kingdoms, provinces, countries, inhabitants, people, cities, mountains, rivers, seas, islands, forts, bayes, capes, forests, &c. of any remarque in the whole world, much wanted and desired in the former, and now annexed to this last impression, revised and corrected by the author himself immediately before his death.",Cosmographie,Travel,1666,,An Advertisement to the reader concerning this large and exact table,To the Reader,,,No,Wing H1691,"To the reader, the author rendereth this account of his undertaking and performance in the following work",Printer's name not listed,The Huntington Library,EEBO
Elizabeth,Calvert,Female,London: Printed for Eliz. Calvert at the sign of the Black Spread-Eagle at the West end of St Pauls,Bookseller,Unknown printer,Samuel Petto,Samnuel,Petto,,stated and explained with an exposition of the covenant of grace in the principal concernments of it,The Difference Between the Old and New Covenant,Religion | Theology,1674,5,"Books Printed, and are to be sold by Elizabeth Calvert, at the Black-spread Eagle, at the West end of St. Pauls.",Catalogue,,,No,Wing P1896,To the reader,,Harvard University Library,EEBO
Richard,Hawkins,Male,"London: Printed by A M for Richard Hawkins, and are to bee sold at his shop in Chancery-Lane neere Serjeants-Inne",Printer,Augustine Matthewes,,Francis,Beaumont,John Fletcher,"The maids tragedie As it hath beene diuers times acted at the Black-Friers by the Kings majesties Seruants. Written by Francis Beaumont, and Iohn Fletcher Gentlemen.",The Maid's Tragedy,Drama,1679,1,The Stationers Censure,Verse | Epistle,,,No,1679,,Authorship of verse epistle assumed by Williams,The Huntington Library,EEBO
